project,sha,category,reason,violation,reasons,discard,
JodaOrg-joda-time,87dcb3341e1e1c34b276ab6f4df1b2eea095f075,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification StringTokenizer_HasMoreElements has been violated on line org.joda.time.tz.ZoneInfoCompiler$Zone.<init>(ZoneInfoCompiler.java:880),"false positive - reused old bytecode (CUT, affects only clean bc techniques)",TRUE,
jscep-jscep,98c48ea1415006b8a9302c0cdc100cd1ab899925,category 3,not found,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:144),flaky - even mop cannot find,TRUE,
jscep-jscep,e553d489636bbde683314ebd5a134782594eeb1a,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,e553d489636bbde683314ebd5a134782594eeb1a,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,e553d489636bbde683314ebd5a134782594eeb1a,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,8cd073c02a0cb19acb2dd5da23b4e76efaaddc5a,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,8cd073c02a0cb19acb2dd5da23b4e76efaaddc5a,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,8cd073c02a0cb19acb2dd5da23b4e76efaaddc5a,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,6e794a46fc5966c579080b811c78305b01009570,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,6e794a46fc5966c579080b811c78305b01009570,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,6e794a46fc5966c579080b811c78305b01009570,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,c77163782b228f908b14072f0bb6a30af34b6af2,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,c77163782b228f908b14072f0bb6a30af34b6af2,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,c77163782b228f908b14072f0bb6a30af34b6af2,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,da51082874b43eaf0a7878042de51a80d8738d08,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,da51082874b43eaf0a7878042de51a80d8738d08,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,da51082874b43eaf0a7878042de51a80d8738d08,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,7cc0747137b0625f75c72e5f451011fef8821c70,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,7cc0747137b0625f75c72e5f451011fef8821c70,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,7cc0747137b0625f75c72e5f451011fef8821c70,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,886eac0584ccef3d4bc3e92220a1c84e3abf75eb,category 3,not found,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:144),flaky - even mop cannot find,TRUE,
jscep-jscep,886eac0584ccef3d4bc3e92220a1c84e3abf75eb,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - not new violation,TRUE,
jscep-jscep,886eac0584ccef3d4bc3e92220a1c84e3abf75eb,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - not new violation,TRUE,
jscep-jscep,886eac0584ccef3d4bc3e92220a1c84e3abf75eb,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - not new violation,TRUE,
jscep-jscep,6404ef1f002ce88232249b054813f5e69165e696,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,6404ef1f002ce88232249b054813f5e69165e696,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,6404ef1f002ce88232249b054813f5e69165e696,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,6404ef1f002ce88232249b054813f5e69165e696,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.jscep.client.CertStoreInspector.selectEncryptionCertificate(CertStoreInspector.java:159),"false positive - reused old bytecode (CUT, affects only clean bc techniques)",TRUE,
jscep-jscep,6404ef1f002ce88232249b054813f5e69165e696,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.jscep.client.CertStoreInspector.selectEncryptionCertificate(CertStoreInspector.java:169),"false positive - reused old bytecode (CUT, affects only clean bc techniques)",TRUE,
jscep-jscep,6404ef1f002ce88232249b054813f5e69165e696,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.jscep.client.verification.ConsoleCertificateVerifier.verify(ConsoleCertificateVerifier.java:65),"false positive - reused old bytecode (CUT, affects only clean bc techniques)",TRUE,
jscep-jscep,a039b87192d05b4fdff1e5b7a9ec6eefec492c26,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,a039b87192d05b4fdff1e5b7a9ec6eefec492c26,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,a039b87192d05b4fdff1e5b7a9ec6eefec492c26,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,c450904fa31d36dc0cd89cb078394037588bd508,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,c450904fa31d36dc0cd89cb078394037588bd508,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,c450904fa31d36dc0cd89cb078394037588bd508,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,2af66c0fd889b912f805a316b2edb164714adaaa,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,2af66c0fd889b912f805a316b2edb164714adaaa,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,2af66c0fd889b912f805a316b2edb164714adaaa,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,ab5a7fc04e55c1ba1e879d87e30e03eccd2e1788,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,ab5a7fc04e55c1ba1e879d87e30e03eccd2e1788,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,ab5a7fc04e55c1ba1e879d87e30e03eccd2e1788,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,afd8e1a45fd65bdc17726da207ae051ef2ebdaab,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,afd8e1a45fd65bdc17726da207ae051ef2ebdaab,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,afd8e1a45fd65bdc17726da207ae051ef2ebdaab,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,1cf7dd622cdd23038aac27ac5cf750a5a23696b4,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,1cf7dd622cdd23038aac27ac5cf750a5a23696b4,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,1cf7dd622cdd23038aac27ac5cf750a5a23696b4,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,c27515849765549a845b271944cc2c950360878c,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,c27515849765549a845b271944cc2c950360878c,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,c27515849765549a845b271944cc2c950360878c,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,e4683d3cf5d5118f937a8306af9e3c5c6cc2c5c0,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,e4683d3cf5d5118f937a8306af9e3c5c6cc2c5c0,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,e4683d3cf5d5118f937a8306af9e3c5c6cc2c5c0,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,9a58e1c461f24c225d179d17e21b32c4a9b51ccf,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,9a58e1c461f24c225d179d17e21b32c4a9b51ccf,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,9a58e1c461f24c225d179d17e21b32c4a9b51ccf,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,661ba5c3813ce460b79a01e93adfec196d0e3289,category 3,not found,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:144),flaky - even mop cannot find,TRUE,
jscep-jscep,661ba5c3813ce460b79a01e93adfec196d0e3289,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,661ba5c3813ce460b79a01e93adfec196d0e3289,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,661ba5c3813ce460b79a01e93adfec196d0e3289,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,298ec27a0ae6fafd47aee5cee20d3fb0044d8a73,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,298ec27a0ae6fafd47aee5cee20d3fb0044d8a73,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,298ec27a0ae6fafd47aee5cee20d3fb0044d8a73,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,71cc1e36d199e2aeaa3c634dda44ed7b7d51ff33,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,71cc1e36d199e2aeaa3c634dda44ed7b7d51ff33,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,71cc1e36d199e2aeaa3c634dda44ed7b7d51ff33,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,d30047f41fc7108c2024d8b18593db0db3f8c2b6,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,d30047f41fc7108c2024d8b18593db0db3f8c2b6,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,d30047f41fc7108c2024d8b18593db0db3f8c2b6,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,2c828eb1626bd078fa30556d74563dd126a7e36b,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,2c828eb1626bd078fa30556d74563dd126a7e36b,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,2c828eb1626bd078fa30556d74563dd126a7e36b,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,fa76538a2e0de4f5daddca898e903bb4b445a04a,category 3,not found,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:144),flaky - even mop cannot find,TRUE,
jscep-jscep,fa76538a2e0de4f5daddca898e903bb4b445a04a,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,fa76538a2e0de4f5daddca898e903bb4b445a04a,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,fa76538a2e0de4f5daddca898e903bb4b445a04a,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,9284fb27264ada984c2f72e3c3f6907952cd1200,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,9284fb27264ada984c2f72e3c3f6907952cd1200,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,9284fb27264ada984c2f72e3c3f6907952cd1200,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,795bcbd1804ea022c062167909829e3255032a2c,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,795bcbd1804ea022c062167909829e3255032a2c,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,795bcbd1804ea022c062167909829e3255032a2c,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,8f11a99620130bc2b55fd99470f266882c0e1927,category 3,not found,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:144),flaky - even mop cannot find,TRUE,
jscep-jscep,8f11a99620130bc2b55fd99470f266882c0e1927,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,8f11a99620130bc2b55fd99470f266882c0e1927,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,8f11a99620130bc2b55fd99470f266882c0e1927,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,b64cb3f74423297990659c08f983daa6c44d72c8,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,b64cb3f74423297990659c08f983daa6c44d72c8,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,b64cb3f74423297990659c08f983daa6c44d72c8,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,338fad4adbbd55bfc2bbc64a2ffa7b856aa8eaee,category 1.3.2.1,found by mop and missed by ps1c ps3cl methodCIA dynamicCIA methodCIAThreads dynamicCIAThreads,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,338fad4adbbd55bfc2bbc64a2ffa7b856aa8eaee,category 1.3.2.1,found by mop and missed by ps1c ps3cl methodCIA dynamicCIA methodCIAThreads dynamicCIAThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,338fad4adbbd55bfc2bbc64a2ffa7b856aa8eaee,category 1.3.2.1,found by mop and missed by ps1c ps3cl methodCIA dynamicCIA methodCIAThreads dynamicCIAThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,2e694859b35b3e2c066b97c1f0ba2bab517a3e9d,category 1.2.1,found by mop and missed by cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification ByteArrayOutputStream_FlushBeforeRetrieve has been violated on line org.jscep.message.DesOutputEncryptorTest.getOutputStreamShouldEncrypt(DesOutputEncryptorTest.java:54),false positive - reused old bytecode so outdated line number,TRUE,
jscep-jscep,2e694859b35b3e2c066b97c1f0ba2bab517a3e9d,category 1.2.1,found by mop and missed by cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.jscep.client.verification.ConsoleCertificateVerifier.verify(ConsoleCertificateVerifier.java:67),false positive - reused old bytecode so outdated line number,TRUE,
jscep-jscep,e5cf30df87bf30e47461d7e3a5951f3ea274fb0a,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,e5cf30df87bf30e47461d7e3a5951f3ea274fb0a,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,e5cf30df87bf30e47461d7e3a5951f3ea274fb0a,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,42bb03062fe970182a76a1b3d3fd1eb49234c51c,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,42bb03062fe970182a76a1b3d3fd1eb49234c51c,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,42bb03062fe970182a76a1b3d3fd1eb49234c51c,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,a40f7b84440df3b66e763b4e34370c67917d503b,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,a40f7b84440df3b66e763b4e34370c67917d503b,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,a40f7b84440df3b66e763b4e34370c67917d503b,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,35b5036910d29cebca62c10c474741bbe378970b,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,35b5036910d29cebca62c10c474741bbe378970b,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,35b5036910d29cebca62c10c474741bbe378970b,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,daabb386235be93c35cc283d0680d04c192147c6,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
