project,sha,category,reason,violation,reasons,discard,
jscep-jscep,daabb386235be93c35cc283d0680d04c192147c6,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,daabb386235be93c35cc283d0680d04c192147c6,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,abe1142ec2ff3d13baac966c3eb5a01d893f0359,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,abe1142ec2ff3d13baac966c3eb5a01d893f0359,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,abe1142ec2ff3d13baac966c3eb5a01d893f0359,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,647e36ea97bb3eb0e82ee53bba40c4016ff06baf,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,647e36ea97bb3eb0e82ee53bba40c4016ff06baf,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,647e36ea97bb3eb0e82ee53bba40c4016ff06baf,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,84838569b5cac7160be77a273bb1892e6cc7859e,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,84838569b5cac7160be77a273bb1892e6cc7859e,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,84838569b5cac7160be77a273bb1892e6cc7859e,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,97bf71b04cbeb0bd3a3383c4c96866ef63d7a406,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,97bf71b04cbeb0bd3a3383c4c96866ef63d7a406,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,97bf71b04cbeb0bd3a3383c4c96866ef63d7a406,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,d5c64bf1d470e9ed917bbc4f9fad96f921819cb2,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,d5c64bf1d470e9ed917bbc4f9fad96f921819cb2,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,d5c64bf1d470e9ed917bbc4f9fad96f921819cb2,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,19f3664258410f60494b5adf29ff2047b06fe98d,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,19f3664258410f60494b5adf29ff2047b06fe98d,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,19f3664258410f60494b5adf29ff2047b06fe98d,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,94a361d287a6c03e3b4a9f7b33881fa88d643081,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,94a361d287a6c03e3b4a9f7b33881fa88d643081,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,94a361d287a6c03e3b4a9f7b33881fa88d643081,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,40295aa5ca2dfb14a7034bcdd327e8dfb5e23e9b,category 1.3.2.1,found by mop and missed by ps1c ps3cl online incrementalJar jarThreads cleanByteCode storeHashes incrementalJarThreads cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,40295aa5ca2dfb14a7034bcdd327e8dfb5e23e9b,category 1.3.2.1,found by mop and missed by ps1c ps3cl online incrementalJar jarThreads cleanByteCode storeHashes incrementalJarThreads cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,40295aa5ca2dfb14a7034bcdd327e8dfb5e23e9b,category 1.3.2.1,found by mop and missed by ps1c ps3cl online incrementalJar jarThreads cleanByteCode storeHashes incrementalJarThreads cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,fee2a5696013a72edaaa6f82243cdf911dfbbca7,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,fee2a5696013a72edaaa6f82243cdf911dfbbca7,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,fee2a5696013a72edaaa6f82243cdf911dfbbca7,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,3c9dd9f91b5a5db9c3e73feea1ea947bbde0a17f,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MeaninglessClose has been violated on line org.bouncycastle.util.io.TeeOutputStream.close(Unknown Source),false positive - vms,TRUE,
jscep-jscep,3c9dd9f91b5a5db9c3e73feea1ea947bbde0a17f,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.RecipientInformationStore.get(Unknown Source),false positive - vms,TRUE,
jscep-jscep,3c9dd9f91b5a5db9c3e73feea1ea947bbde0a17f,category 1.1.1,found by mop and missed by ps3cl,Specification Iterator_HasNext has been violated on line org.bouncycastle.cms.SignerInformationStore.get(Unknown Source),false positive - vms,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Appendable_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1160),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Appendable_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1191),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Appendable_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseLine(HttpParser.java:661),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Closeable_MeaninglessClose has been violated on line com.fasterxml.jackson.core.json.UTF8StreamJsonParser._closeInput(UTF8StreamJsonParser.java:292),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Closeable_MeaninglessClose has been violated on line com.github.tomakehurst.wiremock.http.Response.getBody(Response.java:111),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Closeable_MeaninglessClose has been violated on line com.github.tomakehurst.wiremock.servlet.WireMockHandlerDispatchingServlet.writeAndTranslateExceptions(WireMockHandlerDispatchingServlet.java:239),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Closeable_MultipleClose has been violated on line org.apache.hc.client5.http.entity.LazyDecompressingInputStream.close(LazyDecompressingInputStream.java:94),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Closeable_MultipleClose has been violated on line org.apache.hc.client5.http.entity.LazyDecompressingInputStream.close(LazyDecompressingInputStream.java:97),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Closeable_MultipleClose has been violated on line org.apache.hc.client5.http.impl.classic.ResponseEntityProxy.streamClosed(ResponseEntityProxy.java:133),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Closeable_MultipleClose has been violated on line org.apache.hc.core5.io.Closer.close(Closer.java:48),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Closeable_MultipleClose has been violated on line org.apache.hc.core5.pool.PoolEntry.discardConnection(PoolEntry.java:180),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.execchain.ResponseEntityProxy.streamClosed(ResponseEntityProxy.java:142),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Closeable_MultipleClose has been violated on line org.eclipse.jetty.servlets.gzip.AbstractCompressedStream.close(AbstractCompressedStream.java:168),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification InputStream_ManipulateAfterClose has been violated on line org.apache.hc.core5.http.impl.io.ChunkedInputStream.close(ChunkedInputStream.java:314),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification InputStream_ManipulateAfterClose has been violated on line org.apache.hc.core5.http.impl.io.ChunkedInputStream.close(ChunkedInputStream.java:319),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification InputStream_ManipulateAfterClose has been violated on line org.apache.hc.core5.http.impl.io.ContentLengthInputStream.close(ContentLengthInputStream.java:101),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Iterator_HasNext has been violated on line com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._renameProperties(POJOPropertiesCollector.java:1066),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification OutputStream_ManipulateAfterClose has been violated on line org.eclipse.jetty.server.HttpOutput.flush(HttpOutput.java:250),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification OutputStream_ManipulateAfterClose has been violated on line org.eclipse.jetty.servlets.gzip.AbstractCompressedStream.flush(AbstractCompressedStream.java:129),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Socket_Timeout has been violated on line org.apache.hc.core5.http.impl.io.BHttpConnectionBase.setSocketTimeout(BHttpConnectionBase.java:211),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification Socket_Timeout has been violated on line org.apache.http.impl.BHttpConnectionBase.setSocketTimeout(BHttpConnectionBase.java:276),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1079),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1160),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1161),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1191),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1193),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseLine(HttpParser.java:660),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseLine(HttpParser.java:661),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseLine(HttpParser.java:712),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.takeString(HttpParser.java:480),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.takeString(HttpParser.java:481),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,0b6b6a2ed3e4710a76a55aeac6e41a72b9ebeab1,category 3,not found,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.takeString(HttpParser.java:482),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 3,not found,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:177),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 3,not found,Specification Map_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:177),flaky - even mop cannot find,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MeaninglessClose has been violated on line com.fasterxml.jackson.core.json.UTF8StreamJsonParser._closeInput(UTF8StreamJsonParser.java:228),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line com.github.tomakehurst.wiremock.servlet.WireMockHandlerDispatchingServlet.writeAndTranslateExceptions(WireMockHandlerDispatchingServlet.java:170),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line org.apache.http.client.entity.LazyDecompressingInputStream.close(LazyDecompressingInputStream.java:94),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line org.apache.http.client.entity.LazyDecompressingInputStream.close(LazyDecompressingInputStream.java:97),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.execchain.HttpResponseProxy.close(HttpResponseProxy.java:62),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.execchain.ResponseEntityProxy.streamClosed(ResponseEntityProxy.java:143),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line org.apache.http.util.EntityUtils.consume(EntityUtils.java:90),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.3.2.1,found by mop and missed by ps1c ps3cl mopCache mopCacheShared online incrementalJar jarThreads cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:150),flaky - event mopCache can't find,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Iterator_HasNext has been violated on line com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._renameProperties(POJOPropertiesCollector.java:793),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Iterator_RemoveOnce has been violated on line org.apache.http.message.AbstractHttpMessage.removeHeaders(AbstractHttpMessage.java:141),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification OutputStream_ManipulateAfterClose has been violated on line org.eclipse.jetty.servlets.gzip.GzipOutputStream.finish(GzipOutputStream.java:57),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification OutputStream_ManipulateAfterClose has been violated on line org.eclipse.jetty.servlets.gzip.GzipOutputStream.finish(GzipOutputStream.java:58),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Socket_Timeout has been violated on line org.apache.http.impl.BHttpConnectionBase.setSocketTimeout(BHttpConnectionBase.java:277),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Socket_Timeout has been violated on line org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect(DefaultHttpClientConnectionOperator.java:120),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification Appendable_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1138),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification Appendable_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1169),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification Appendable_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseLine(HttpParser.java:652),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.3.1.1,found by mop and missed by ps3cl cleanByteCodeThreads,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:145),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification InputStream_ManipulateAfterClose has been violated on line org.apache.http.impl.io.ChunkedInputStream.close(ChunkedInputStream.java:315),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification InputStream_ManipulateAfterClose has been violated on line org.apache.http.impl.io.ContentLengthInputStream.close(ContentLengthInputStream.java:101),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification Map_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:145),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.3.1.1,found by mop and missed by ps3cl mopCache mopCacheShared online incrementalJar jarThreads cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Map_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:150),flaky - event mopCache can't find,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1057),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1138),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1139),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1169),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1171),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseLine(HttpParser.java:651),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseLine(HttpParser.java:652),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.parseLine(HttpParser.java:700),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.takeString(HttpParser.java:471),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.takeString(HttpParser.java:472),false positive - not new violation,TRUE,
jsunsoftware-http-request,a6b4031f9a574b9f7322194ec45cc6cc845a2da4,category 1.1.1,found by mop and missed by ps3cl,Specification StringBuilder_ThreadSafe has been violated on line org.eclipse.jetty.http.HttpParser.takeString(HttpParser.java:473),false positive - not new violation,TRUE,
