sha,mop instr,mop project,mop monitoring,mop lock,mop violation,mop other,ps1c instr,ps1c project,ps1c monitoring,ps1c lock,ps1c violation,ps1c other,ps3cl instr,ps3cl project,ps3cl monitoring,ps3cl lock,ps3cl violation,ps3cl other,mopCache instr,mopCache project,mopCache monitoring,mopCache lock,mopCache violation,mopCache other,classCIAThreads instr,classCIAThreads project,classCIAThreads monitoring,classCIAThreads lock,classCIAThreads violation,classCIAThreads other
997a06131ed9705b73479290552d2c194de40877,9254,2598,162,327,1,306,9147,2579,197,341,2,318,9242,2605,192,316,2,305,1151,2580,180,291,1,248,12,2651,146,269,2,163
ae7eca23ac5ac62a45daa7e6fa014f3026c3edd4,9066,2583,168,309,5,270,5503,2540,172,306,0,244,632,2495,20,233,0,212,413,2681,231,289,1,162,16,2558,174,280,1,156
e311e24110cfbafd54c07f1291c5cd1752d8707b,7435,2505,162,291,0,218,7368,2501,126,331,1,212,7297,2482,151,292,1,237,1694,2453,177,270,0,229,17,2504,117,272,0,168
e8162f5f9bbdcd201dd55d26266950ee6c3ddf97,7437,2540,157,303,0,258,4150,2474,153,272,0,208,656,2471,27,231,1,149,441,2460,152,281,0,162,14,2505,111,269,0,139
df95fe42213fdd79d75f8f8d019631ec724e78db,7586,2512,152,311,0,193,4321,2522,145,278,0,208,702,2436,29,228,0,135,417,2513,172,303,0,199,12,2516,118,262,2,199
2c11b1a8ddf8a5e960ab9476c3dad2ccf5c9369a,7182,2533,171,310,0,240,4118,2465,135,260,0,190,654,2438,22,222,0,158,371,2534,159,289,0,139,14,2471,112,279,0,206
e1130a685198f5fa7783c371deb2e0f19e35aad5,7400,2505,154,297,0,316,4202,2429,130,292,1,197,692,2464,25,233,0,150,445,2490,152,288,0,211,8,2532,120,262,0,177
264b078369991c2b3cb10e318895fceb4b47b006,7219,2466,141,301,0,300,4600,2537,160,277,0,189,645,2424,35,222,2,142,447,2508,163,279,0,179,12,2531,103,250,2,191
dfaceacadb84b6991f5cdaeec1eb891ef7ac8d9b,7573,2504,152,289,1,270,4420,2452,160,277,0,257,636,2448,24,228,1,163,440,2508,157,295,1,182,18,2587,143,261,1,172
3a246e44af8ea12b66c00a94878d4111861d4986,7631,2501,153,302,0,288,4172,2518,149,280,0,201,760,2478,27,229,1,166,459,2551,178,293,0,190,10,2500,119,273,1,161
932c04d308413d8580887ee6d7bbd37cdba9b678,7320,2477,144,298,0,307,4396,2523,146,270,0,208,825,2460,29,223,1,161,490,2523,159,291,2,150,11,2498,111,270,0,132
ec8454866aa255a4568111811041bb6a9859ce36,7440,2502,156,304,0,299,4206,2503,143,279,0,200,756,2444,27,231,0,181,496,2542,174,301,0,186,16,2676,112,268,0,146
70eedd868e4ec5cb89f1c36fbc07105985b92ebc,7537,2511,153,297,0,273,4168,2480,137,281,1,200,694,2487,32,222,0,154,480,2549,145,283,2,184,14,2486,135,260,0,233
790216b801f82e1527fe3dfb5f69abc772932e70,7531,2497,171,315,0,295,4210,2502,142,271,1,194,670,2439,28,222,2,168,514,2543,176,287,1,224,14,2506,99,258,1,207
873595e77ba0ecdaf7bc550f42cab21a0ffc086c,7415,2482,143,313,0,265,7404,2526,154,311,1,282,7550,2474,151,306,1,307,1108,2481,173,280,0,208,13,2545,127,279,1,164
d4751aa83ece92beb55c58ee5166836246521cc8,7447,2487,175,281,2,279,4277,2479,165,300,0,175,764,2460,37,227,1,149,422,2539,168,290,0,245,15,2517,117,266,1,147
184e5c7fdfaa49455b56afc5da67a68bbecf1515,7485,2483,149,309,0,298,4329,2455,153,300,1,188,719,2437,35,223,1,139,445,2516,155,294,0,216,12,2555,130,257,0,171
