sha,offline time,online time,instr all time,instr project time
4522bb9ddc4b97bd8e705c0f3db3f8ac40e307d1,12847,39150,35160,8857
85f8b25c1ec8cd6f9c52be9ee9e91957e67bfa05,4018
a8d410dea8f0f58dcc50c85f98bb85bca9c503bd,5199
f75bc11df480f854e80b1c1b81cf825d3c733355,4653
a8087ee62b4a0364f5947b0bf0c0afc8643229a6,8063
ffec6c73941ac259fb8ffd8b0d1b9781656df0fb,5287
e95c5e7548bb172a149bb80350aa58aa6e1437a7,5440
ed62c9b53aefb7ce0a20e6a912530fa2f38a32ad,5464
6fe1722ce0cbee846ce586cded9a75e37de7637a,4306,17183,13477,600
711bd2ded75b241b0cac73c94e8dfa6aafc87540,4616
cc0d12a7e25f098324e2cfbf17387d449edf3565,4225
22a605a791345366be02e255cafd5c4ac37673e6,4282
99d3ae18861ec9e696a3d4ceae31fc401a701ca8,6399,77857,73326,1868
52fe3322b0bbad223ea58f7cfe45be9e55e4b2e5,5116
c263f34812860ae719e1ae3b6af164c25c2af428,5432
259ec0395436c934cd3600c8a964294177cc2a57,5003
18dc2587ea5502253d6aa2e82a45d197d895dee5,6473
c7c9aa6c4744188b8b36e84c0721b56da580db83,6413
c0036a59817bd72d006438249cef92a87ce1c413,7134
752129deabd609cd535dc761fadfcf2da845d27d,6406
7790b01d10a5617b82077e9bedbb3a876b7d4bb6,6259
d91a737753d4f1967d89c019c226d69bd06480e1,4364
6d8e4dec6622e6fc442b244c8192e9b92f0bb221,6520
0e676e70435281132fd8b98688b5f7c0318a0915,5652
c8b674a164681aec528b7ddf4a13c5b898947afb,7676
1b4df587b9376c19b226cc284fde1d778fcb8a8a,6400
c31b9bd08e705dccd520cea1386ebb559a45dd86,8133
b9458ba078086fc6d1283aab975982c5ddbaeffc,7711
140220598b7af963498a0625eac1fe3833dbda20,7651
3a4c79b7c20c6cae5a268867286c2bdf78db02ed,6204
2a170bce22d5660361d9b95b4643966a63e69f5a,6539
499bc286e6136ae2b3456a51f8dc17c04e4c984b,8688
c7d86fe92050d812d701cf3a5dde6f3ee4a0c776,6684
62a667dc5914563f6df8a0b3583d123a7eefd81d,6461
03dd9ebbac7d2c3d7c6c0be02049ae45d66a9513,4165,82813,78648,0
4c890084d7ef59185b299661d3fe6fdb472ac8a0,6360
a63bf7bdc9aaf2bb9d8c69e10a799ceff5e71ae2,6342
1dc7dc03b0b9b914214f932c99e8a94e03b293df,7365,15112,10558,2811
40dca0494e3f978e34f39373abb342cd4cbd7d5c,8429
dce780d0fd2e9bd677ef3f723198c63ffac41287,3759
b8d87c5058a500a37ade1b8e4b85ffe3257f2009,7874
ddb2cf25fe505d84371bf7a2cdb8de91e46b75fc,6473
c8dcdfdc9475a040b771921b92e92cda2f360edd,3685
b2ab94dff0b8a59cb4c53e77029de3aa79c74def,6107
b89e74d86e63159cb2c73daf3de251696410e140,5793
035cf18d2e2c76a8b5629c63232c15c2bac1c40d,6380
74e66cc09c8484b06d8bb20676708197aa95e805,5176
0408db8520beeda176e3fd8369b36da07a31a130,5050,9682,5370,738
c7fa1bca19dc823ceb4a6f5e9189995d921b22c2,6188
694f2cd0e3341dd2d4eaf61467ef9f91881ddb4d,6960
