sha,offline time,online time,instr all time,instr project time
fd7232206d6eddb19da1eefd3163e28392652706,29249,114967,104692,18974
e866c2c822cc73ae0726a1ab035aca850739ee26,14357
783caf7c448142fb9fd044e849ebba3c8af7564d,14686,14689,4529,4526
fabc0a73fb216922607afd377e2bb686dd1d265f,14405
a6696849b3dc766d5ccbf0d6c66f24ee6dfeaccd,14456
0a9b673a204e46dfd02ea8a45ad64660da8e37b4,14761
4aeb92f4e5417e0602a644d8970f28e0753e5c77,15362
7a7327a72bb2f291fcda307fd4aa674fbb22eb73,14990
7c0fd98f5b15c7fd9e2273238946d75e22dca8ff,23660
fafa343c95af2c30b759c5b8b9a929933d37bf8a,25575
495bfc332ca29172b4e1c3d54a46abc542197642,25019
cd8f8151ae8c22ea48dd4008e8169977ff4b0d5d,23893
8e73360922f4b1d061784b7bd358bd2117b261cc,23727
e2b0371ed4980a90ee891f2a0a6874668994af5c,24520
bf89589c6c83c726c96533f33a1d4add276880e3,24773,41793,23096,6076
0923aad7226e0862eee546c3823b980b90da40e3,25906
b3fee4a8060fbdca5936d19cff472a706e8e2af9,26012,26014,5518,5516
0a26188663a447baae8f8261a01670557332795e,23281
244564c8e77bc87dedfc230cf053bd6a0d7d9e4b,27201
194f57e4610b3eb9b8af0b7a21a9f46097d0b2f2,24820
c6c2b1410d36a41d33ad03363eab7400812239fa,25281
23de7d9e92bde11564b2c0d51d1353ab8bbfd490,23529
39b4b0b923ae2a000eda14db7d4333d0ae601e4a,28487
e936eba3239e59c1161c22b213563ad9d4e2edfe,29768
df1e7ea5bfbe64a1f47efc16ed6127937a3507b8,26964
18987eb80c7c2048aa440ec35ca864d1b4636d63,23476
c39074a504ed56af9f1372c1d50bbbc4d1634684,26003
7a5fa68532cb079e718d45ee8a72addc94887146,30023
f2da966277e5923d31c5c6d1bdbd64b32cc61c27,31327
4e8e908bdee07add2f1412ab2d42779bab6e6660,32018,35524,10041,6535
700263ebb12a8b69f8b9d352b553ad06c71b59ae,28598
1e8a120fc4e1dc3e33f4f4ad181d5e4978f2f88e,27624
13b026b26fb5e96b7ad24d911a17a0f3278198d3,27480
ebf97c5765bc104fb1ea6efc267592370a03e3ec,30770
87b914307a231b329ef9ec9d2885c0c17d453d0c,27246
ebc9d6088e113ac31971055142a1cd5bd1600bc6,29525
d13b53454c01b13a04905b3c4f08b02358f2da8a,24590
818b3c331fbc3bec7302d0f074c09b0618382fa8,23056
8ec6bdfa694b52c994feaad5f3fa5b184c0de9c3,21291,22259,4340,3372
14fba4ef16f6a4564f7c28c855e444c12a287ecb,30686,30689,7002,6999
b6247eb9d338e49083770ae7b383a7a627d6b2f0,23907
5a1679ff348ae0442802f4128153685d24907d64,25519,25521,3578,3576
22c7a70dc9957fd989d0a641d4f4c84c5aef64f7,27305
2f1efb24865cc4407bc8bd9a3a329b72a9802dc2,28188
55a572de3b09b038c94cc8625136c211a242d0bc,28477
8f026002a5085ff060ba11c7609939cff156d1c3,29282
89ae43eeb8ba62318e17d99d0d0151330a25aa18,29994
b09179d74992ed4d73b49e605f9e14327d368ff1,28009
4db6cd8d2a088c690efe0be4095ac48b632ca53e,30832
d3a20393abaea2afd05deb61f304476d54893910,27410
