sha,offline time,online time,instr all time,instr project time
f6f2da715ae57d3d666a7b3647f77408824c6b5a,132820,186264,85381,31937
d697f8a1b7c5dcececa41a711b6893ba93bc1c95,97831,118161,22588,2258
a44c2c84ee02a7e03204345b48be74b36bcc6309,100918,100920,1662,1660
98ff1b1d815e9f6c6479c78b932edd9c2bf4785d,99789
cf6b7e299bac38d64461cc2fd036dca990f8ba17,103456
ab01d484a62420f601a4ef216dc4f702e122e314,100652,119051,20884,2485
7f781b9496ccbf7d28c28c18211929dadb574f71,99935,102623,4521,1833
df1349dc985b81d2a5c0d933c0cf79766556899d,95287
643334611af5d9ce65f31aed74ae1b8d0758a236,97662
c16ac778c00bae5b8f68ce29c7cbae0e5eb33f54,99540,115651,18279,2168
ae5e57cdb5419d62c0381e22ac7da30833472583,101320
a32cfdc7407c49e000d29d59947bc8b1230a82d2,90780
6f59e692dbc00c28cf886d90c90c1599ddeac5ad,88702,106087,19723,2338
e95f6e6e9159aae9d1708e4bfbe4db947ee2cdd0,88191
be10be1571130ae22a2609f3e9ddad0adbd1b8a9,88776,105919,18502,1359
7f937358cb6e7dc731fc76306ffd665bd80370cb,92724
dfd38ed49f29a30b99af0bbbee32f22160b2bdf9,95233
338d8075937ae57577577ca249f1f9610dba8542,95919,108807,18791,5903
f718ae2995eaec046ea5834a734d3c6a85e4fde2,94766
a8e91f59c2b8d5135379e5ff7986a1ab36379a6d,96510,115003,25100,6607
81b442f8631ef3c1860f2553f612774006244cd4,91460,136871,46840,1429
69683cf8009d7a0ac52452fd4b0abe06ffd0bf87,89136,97728,9774,1182
