fc409b5791ef8145a791cf7bd9b35d68a4ad3305,0,36769,0,17162,0,76423,0,96295,0,87677,0,80401,0,84804,0,96932,0,102237,0,89552,0,100899,0,103488,0,102888,0,96526,0,92879,0,99776,0,98785,0,117813,0,91630,0,90321,0,113208
20de433aa24957e40d974b87aba54ae0688500ed,0,19454,0,17445,0,72064,0,8299,0,8385,0,29246,0,32059,0,51161,0,50691,0,37233,0,40093,0,36067,0,36382,0,30860,0,31849,0,29054,0,29294,0,48289,0,29439,0,29519,0,47468
8dae1f2904b93127f101bd36c1c79e801385a8f7,0,18840,0,17781,0,74494,0,64097,0,52404,0,26680,0,33496,0,25411,0,25427,0,26366,0,27248,0,36034,0,26268,0,26247,0,27268,0,27472,0,27043,0,45472,0,27851,0,27531,0,44648
4f928504ea91c3c1dd43ce696acadf76624240a1,0,19109,0,17322,0,77308,0,64722,0,53876,0,27140,0,32225,0,25279,0,26022,0,25901,0,27062,0,25840,0,26272,0,25997,0,27985,0,27470,0,27182,0,45591,0,27342,0,27465,0,44906
22c30471564c730b02f5f7cedec28fcfe5749fc6,0,18941,0,17066,0,71928,0,31722,0,22791,0,27273,0,32104,0,25470,0,25499,0,27008,0,27365,0,26115,0,27143,0,26194,0,26776,0,27451,0,27361,0,45275,0,27685,0,27531,0,45883
10122741eac52e218771f30c6dc2c0aca54ff006,0,19068,0,17402,0,72734,0,32189,0,22611,0,27986,0,31711,0,26177,0,25522,0,26607,0,27435,0,25688,0,26351,0,26828,0,27025,0,27095,0,27398,0,46049,0,27599,0,27438,0,45658
e863dcb2e7a654af6b8eb5865d8d1d8eee0a6d28,0,19157,0,17213,0,74146,0,60693,0,56106,0,27835,0,33367,0,25733,0,25694,0,26397,0,27120,0,26133,0,26239,0,25965,0,27696,0,27215,0,27311,0,45300,0,27341,0,27527,0,45008
f7cbda67518ed7335566ebf942cd170a66746096,0,18885,0,17371,0,73163,0,66464,0,54736,0,27100,0,34026,0,25356,0,25105,0,26137,0,26773,0,25546,0,25553,0,25759,0,26652,0,27104,0,26792,0,45118,0,27416,0,27559,0,44858
6049e77fdcd021544a60651fc6de4d80e2ef1c2d,0,19008,0,17514,0,71557,0,7055,0,6796,0,26975,0,32642,0,4533,0,4639,0,5321,0,4633,0,4875,0,5405,0,5253,0,5384,0,6102,0,5871,0,23903,0,6341,0,6001,0,33788
7d061e33e59e23dc4b03378f35f50a7d70f033b3,0,18950,0,17349,0,78873,0,30512,0,26029,0,27427,0,31408,0,26262,0,25389,0,26892,0,28214,0,26204,0,26924,0,26568,0,26879,0,27048,0,27281,0,45896,0,27500,0,27855,0,54704
bfb43d3fe2eafa80f45fc59a5b742d192efa8e3c,0,18866,0,17619,0,72524,0,6915,0,7092,0,25930,0,31753,0,4555,0,4806,0,5304,0,4865,0,4827,0,5458,0,5529,0,5336,0,6039,0,5651,0,23844,0,6513,0,5995,0,33803
d8ec011d770e1e04ef4f87fba673f3748f363278,0,18809,0,17326,0,70630,0,40607,0,30619,0,27432,0,34926,0,26832,0,26802,0,27116,0,28186,0,26331,0,26892,0,26777,0,27341,0,27791,0,28230,0,45859,0,28930,0,28348,0,45966
6dfc3e64037f10b84fe203415e79e2435acff558,0,18860,0,17464,0,71516,0,32021,0,22228,0,26652,0,34799,0,25310,0,25123,0,25965,0,27249,0,25430,0,25997,0,26248,0,26805,0,27589,0,27048,0,44653,0,27177,0,27061,0,45154
5fb74a6618da0ca8b12a3346038164913a5d27d5,0,18957,0,17228,0,72937,0,7010,0,6915,0,27337,0,31461,0,25608,0,25087,0,26194,0,4883,0,5051,0,26595,0,5455,0,5284,0,26759,0,27015,0,45825,0,27254,0,27490,0,44623
c614fbcc79615f93d2c60a153db6e82d7474c425,0,18846,0,17319,0,76386,0,60750,0,52583,0,27850,0,33861,0,25833,0,26001,0,26850,0,26957,0,26459,0,38133,0,26308,0,27742,0,28426,0,27318,0,45966,0,27740,0,27652,0,46054
0b70b01a9f1d9664bb5eac737175f58f06979b60,0,21055,0,17199,0,74963,0,87124,0,75924,0,27818,0,32947,0,29774,0,25137,0,27992,0,26916,0,25471,0,25838,0,25949,0,27717,0,27271,0,26902,0,44979,0,27259,0,27048,0,44496
63f11e9dc1874abdde1bfe1d900b5ebfa4d3a941,0,18338,0,16878,0,73997,0,5873,0,6026,0,26084,0,33749,0,25184,0,24945,0,25885,0,4395,0,4480,0,26230,0,5029,0,4972,0,26405,0,27734,0,44979,0,26686,0,27279,0,44574
f5ebb9a649e9dd0773f9bd3457d6ce1895266d59,0,18333,0,16875,0,76962,0,58012,0,49340,0,25915,0,33997,0,24851,0,24915,0,25879,0,27073,0,25488,0,26212,0,25644,0,26300,0,26457,0,26791,0,44924,0,26850,0,27227,0,44512
e72654ed5ad90e5dd1ec08b11760e2f27b64d5c7,0,18315,0,16945,0,71059,0,6089,0,6235,0,25632,0,33697,0,4236,0,4340,0,5286,0,4389,0,4359,0,4921,0,4831,0,4956,0,5523,0,5134,0,23652,0,5936,0,5531,0,23299
d575057852ab2be41abb39b8de69a35cace5c67d,0,18237,0,17073,0,74330,0,58890,0,51809,0,28453,0,34585,0,26054,0,26014,0,26983,0,27857,0,26611,0,27061,0,26592,0,27404,0,27518,0,28526,0,45901,0,27756,0,27998,0,46011
